,,35410000,,,,,,,,,
26700000,,,,,,,,,,,
,7350000,0,,,,,0,,,,
,,,,,,,,555100,,,
,,16800000,,,,,,,,,
,,1740000,,,,,,,,,
,,5393000,,,,,,,,,
,,,,,,,,,,,6842000
,18150000,16330000,,,,,,,,,
,,,,,,,,,,26980000,
25310000,,,,,,,,,,,
22550000,15780000,16360000,,,,,,,,6086000,
,,45140000,,,,,,,,0,
,,0,,,,,,,,,
,63720000,,,,,,,,,,
,,,,,,,,,,,1037000
,0,,,,,,,,,,
11210000,,,,,,,,,,,
,6398000,,,,,,,,,,
87730000,92150000,91700000,,,,,,,,,44270000
0,,,,,,,,,,,0
,1426000,,,,,,,,,,
,4667000,,,,,,,,,,
11910000,,,,,,,,,,,
,,,,,,,,,5558000,,
,,96470000,,,,,,,,,
,,,,,,,,,,,11790000
,51730000,,,,,,,,,,
11170000,,,,,,,,,,,
,,,,,,,,,,0,
,,,,,,,502800,,,,
13950000,,10460000,,,,,,,4255000,,
,107700000,112100000,,,,,,,,,
0,,,,,,,,,,,
,,9623000,,,,,,,,,
,,7112000,,,,,,,,,
,,51150000,,,,,,,,,
983700,438200,634500,,,,,,,3131000,0,
,,,,,,,,,4413000,,
,,,705100,,,,,,,,
26990000,,,,,,,,,,,
,,,,,,,,,422300,,
,,,,,,,,,,145300000,
,,0,,,,,,,,,
,,15180000,,,,,,,3804000,,0
11380000,,,,,,3498000,,,0,8458000,
,0,,,,,,,,,,
,,141200000,,,,39040000,,,,150400000,168900000
,,,,,,,,,10010000,,
0,,,,,,,,,,424500000,
,,34690000,,,,,,,0,,
,,26090000,,,,,,,8287000,,4361000
,126600000,113700000,,,,20520000,,,42290000,,
,32560000,,,,,5576000,7462000,,,,
23070000,,,,,,,,,,,
,,,,,,,,,3771000,,
,,64330000,,,,,,,,,
,,0,,,,,,,,,
,,,,,,,,,16480000,,
,,,,,,,,,1767000,,
,44170000,,,,,,,,,,
37320000,,,,,,,,,,,
,181800000,1449000,,,,,,,,,
,,,,,,0,,,,,0
294900000,,,,,6613000,,,,189500000,274900000,65000000
,,,,,,,,,,,1245000
,,5660000,,,,,,,,,
4025000,,,,,,,,,,,
,,,,,,,,,1360000,,
,0,1802000,,,,,,,,736000,
,1633000,,,,,,,,,,
,,,,,,,,,,,1173000
,,,,,,,,,2419000,,
,,49640000,,,,,,,,,
,,,,,,,,,,,382000
,,23700000,,,,,,,,,
,,,,,,,,,,39460000,
32700000,,,,,,,,,,,
,5487000,,,,,,,,,,
,26050000,,,,,,,,,,
,,80540000,,,,,,,,,
191900000,,157800000,,,,,,,65690000,,
,,24640000,,,,,,,,,
,,,,,,,,,,5745000,
,,,,,,,,,,1043000,
,39560000,0,,,,,,,,0,17760000
,,8015000,,,,,,,,,
,,,,,,,,,2315000,,
0,,,,,,,,,,,
259800000,,,,,,,,,,,
,5979000,,,,,,,1153000,,,
,12740000,,,,,,,,,,
,,82090000,,,,,,,,,
,,,,,,,,,,28100000,
,16640000,,,,,,,,,,
,,,,,,,,,,2203000,
164900000,158600000,,,,,,,7401000,,99970000,87040000
,31950000,,,,,,,,,,
32400000,25230000,35000000,,,,,,,18400000,16300000,23120000
,,9129000,,,,,,,,,
32400000,46600000,37940000,,,,,,,,,7749000
,,6271000,,,,,,,,,
14400000,18360000,,,,,,,,,,9425000
,1151000,,,,,,,,,,
,,,,,905700,214400,,584900,1743000,,
,,4141000,,,,,,,,,
0,,,,,,,,,,,
12190000,12150000,11190000,,,,2214000,,1604000,,6237000,6298000
,27780000,,,,,,,,,,
2025000,,,,,,,,,,,
,,0,,,,,,,176500000,75650000,
,,,,,3474000,,1918000,,,,
,3184000,,,,,,,,,,
,11090000,,,,,,,,,,
0,,,,,,,,,,,
,,,,,,62930000,,,1830000,142500000,
,17080000,17350000,,,,,,,,8057000,5148000
1716000,,,,,,,,,,,
0,10200000,10510000,,,,2575000,,1543000,2945000,4475000,
,,,,,,,,,,4608000,
,1852000,10630000,,,,,,,,1060000,
,13470000,,,,,,,,,,943800
,4257000,,,,,,,,,,
3841000,,,,,,,,,,,
,,,,,,,,,1697000,,0
60570000,,,,,,,,,,,
217700000,,,,,,,,,,,
,455100,,,,,,,,,,
,,3553000,,,,,,,,,
0,,,,,,,,,,2696000,0
,4790000,,,,,,,,,,
,,,,,,,,,,4376000,
,,,,,,,,,,,1416000
,,,,,,,,,,29390000,
,,0,,,,,,,,,
,,,,,,,,,6657000,,
,,0,,,,,,,21070000,,
,,25750000,,,,,,,,,
10470000,,,,,,,,,,,
,12120000,,,,,,,,,,
4508000,,,,,,,,,,,
,,8183000,,,,,,,,,
,,,,,,,,,100700000,,
,,,,,,,,,,,122900000
,,,,,,,,,865100,,
,,,,,,,,,,1456000,
,,540100,,,,,,,,,
,11120000,,,,,,,,,,1569000
,,,,,,,,,0,,
,,34930000,,,,,,,,,
0,,8090000,,,,,,,,,
11690000,,,,,,,,,,,
42020000,54930000,,,,,,,,29300000,37390000,
715600,,,,,,,,,,,
3463000,,,,,,,,,,,
,3477000,1798000,,,,,,,,,
,,,,,,,,,,719800,
,111100000,95210000,,,,,,,,,
33830000,,,,,,,,,,,
,6810000,8027000,,,,,,,,,
,,2962000,,,,,,,,,
,,0,,42240000,,,79590000,63300000,,,
,21900000,,,,,,,,,,
,523300000,,,,,,,,296900000,,
5183000,,,,,,,,,,,
19420000,,,,,,,,,10200000,,13540000
,,,,,,,,,,104600,
,,5064000,,,,,,,,,
58140000,56050000,52070000,,3694000,,12780000,6807000,,39260000,29090000,33650000
,0,,,,,,,,,,
,,,,,,,,,13210000,,
20940000,,,,,,,,,,,
,,,,,,,,,,,23290000
53000000,,,,,,,,,,,
40570000,,,,,,,,,,,
,,2032000,,,,,,,,,
,,,,,,,,,0,,
,,0,,,,,,1290000,3491000,,
,,,,18390000,,,,,,,
,,12510000,,,,,,,,,
,131800000,,,,,15160000,,,,,
,126100000,24690000,,,,98020000,8710000,,123300000,,
,,0,,,,,,,,,
,3804000,,,,,,,,,,
,1383000,,,,,,,,,0,
,,,,,,,,,,2124000,
,21930000,10750000,,,,,,,,,
,8515000,,,,,,,,,,
,,,,,,,,,,,1875000
,,,,,,,112600,380700,27140000,,
0,,,,,,,,,,,
2630000,,,,,,,,,,,
125200000,,100900000,,,,,,,,,
,8595000,,,,,,,,,,
0,0,,,,,,,,0,,
38750000,16670000,41900000,,,,,,,21060000,17750000,20700000
4488000,,,,,,,,,,,
,29710000000,130200000,,,,,,,,,
,47790000,,,,,,,,,,
,,0,,,,,,,,464500000,
,,4647000,,,,,,,,,
39020000,,,,,,,,,,,
17360000,,,,,,,,,,,
,16540000,,,,,,,,,7136000,
,,,,,,,,,36430000,,
,,5549000,,,,,,,,,
,0,25170000,,,,3781000,,,12590000,,
,,5655000,,,,,,,,,
,94020000,,,,2950000,,,,,,50160000
0,,,,,,,,,,,
,668800,,,,,,,,,,
,,,,,,,456000,,,,
,12610000,,,,,,,,,,
14040000,16370000,,,,,,,,0,,
,,,,,,,,,15250000,,
,,63920000,,,,,,,3991000,,
,,,,,,,,,,626400000,
,,,,,,,391500,,,,
59270000,,13730000,,,,3643000,,1619000,0,,
,,0,,,,,,,,,
,,,,,,,,,266300,,
,0,,,,,,,,,,
,,,,,,,,,,30850000,
,,1039000,,,,,,,,,
18800000,12850000,,,,,,,,,,
18290000,,,,,,,,,,,
,,,,,,1777000,,,,,
,,0,,,,,,,,,
67840000,82610000,82400000,,8994000,8628000,17340000,19740000,27360000,41200000,53610000,30300000
,,,,,,,,,,,0
,,0,,,,,,,,,
,,43850000,,,,,,,,,
,,,,,,,,,972400,,
1668000,,,,,,,,,,,3759000
,14020000,,,,,,,,,,
,,,,,,,,,0,0,
,197100000,,,,,,,,,,
,,,,,,,,36990000,,,
,,,,,,,,,17110000,,
0,24420000,69100000,,,,,,,,15950000,
,,0,,,,,,,,,
,,4192000,,,,,,,2187000,,
,,63160000,,,,,,,,,
,50560000,43380000,,,,,,,,16790000,
,0,,,,,,,,,,
,21670000,,,,,,,,,,
,4853000,4318000,,,,,,,3178000,2863000,
108700000,,80590000,,,,,,,,,50160000
,3070000,,,,,,,,,4376000,
,,,,,,,,,,,12070000
17310000,12100000,,,,,,,,5961000,,4431000
,,,,,,,,,19060000,,
101900000,,,,,,,,,,,
60560000,71870000,78910000,,,,,20210000,,,,31750000
107400000,50010000,72340000,,,,15570000,4185000,10300000,31790000,43800000,17400000
,,10700000,,,,,,,,,
,36400000,40550000,,,,,,,14120000,14290000,8383000
,,,,,,,,,0,,
,0,,,,,,,,,,
12350000,,,,,,,,,,,
,,,,,,,840500,,,,
4963000,5917000,127000000,,,,,,,,2744000,
,,,,,,,,,,5309000,
,,24170000,,,,,,,3239000,,
,,34280000,,,,,,,,,
,0,7697000,,,,,,,,,
,18360000,,,,,,,,0,,
4130000,34480000,,,,,,,,3010000,,
,,15670000,,,,,,,,2190000,24350000
,,,,,,,,,,,0
22520000,25350000,,,,,,,,,,
150100000,175900000,159600000,,,,,,,,,
3330000,4359000,,,,,,,,,2713000,
,,,,,,,,,0,,
,6514000,,,,,,,,,,1529000
,572800,,,,,,,,,,
13440000,,,,,,,,,,0,
24690000,22730000,17730000,,,,3264000,,,11290000,16300000,6104000
34460000,,,4891000,6765000,4340000,,,11070000,,37960000,20700000
446600000,,,,,,,,,,,
19400000,,,,,,,,,19210000,,
,,0,,,,,,,,,
,0,,,,,,,,,,
,,,,,,,3459000,,,,
,,92470000,,,,11620000,0,5222000,,21960000,
,27640000,,,,,,,,,,
3694000,26880000,,,,,,,,,,
,,0,,,,,,,,,
,,25450000,,,,,,,,,
,91840000,,,,,,,,,,
,36090000,,,,,,,,,,
,15110000,,,,,,,,,,
,,,151400000,,,,,,,,
,19020000,16790000,,,,,,,,,
14330000,,,,,,,,,,,
,,,,,,,,2546000000,,,
64100000,87580000,75660000,,9079000,7124000,15830000,0,9355000,50170000,63810000,32200000
20710000,,,,,,,,,,,
998400,,,,,,,,,,,
,,10660000,,,,,,,,,
,,25130000,,,,,,,,,
,22470000,,,,,,,,,,
,,17360000,,,,,,,10750000,9657000,
,,4044000,,,,,,,,,
,,,,,,25940000,11460000,14790000,,,
172700000,,,,,,,,,,,
7311000,,,,,,,,,,,
,,936900000,,45590000,,,229000000,,673400000,,
10760000,,,,,,,,,,,
,6574000,,,,,,374000,0,2295000,1523000,2295000
69140000,,,,,,,,,,,
15110000,,,,,,,,,,,
,,,,0,,,,,,,
,,,,,,,,,,5679000,
9071000,,,,,,,,,,,
,,,,,,,,,2107000,,
,268600000,325600000,,,,,,,,,145000000
,,5643000,,,,,,1404000,,,
,,,,,,,,,,,9874000
,9845000,,,,,,,,,,
,7816000,7943000,,,,,,,,,
4053000,,,,,,,,,,,
67510000,,,,,,,,,,,
,498700000,,51270000,45320000,34630000,154700000,193000000,50710000,8335000,346100000,208000000
,4678000,,,,,,,,,,
119000000,,,,,,,,,41310000,,
,,75030000,,,,,,,,,49510000
,28500000,,,,,,,,,,
,9507000,,,,,,,,,,
,,,,,,,,,,,44840000
,22440000,,,,,,,,,55110000,
,32120000,,,,,,,,,,
49710000,59670000,,,,,,,,,,
,,0,,1357000,,,,,,,
,,,,,,1366000,,,,,
,,,,,,,,,,,221500000
,,,,,,,,514400,132300000,,
,10590000,10380000,,,,,,,,,
11720000,13210000,,,,,,,,,7816000,
,,,,,739600,,,,4020000,,4433000
,,,,,,,,,,,1770000
,,,,,,,,,,,0
,4217000,2927000,,,,,,,,,
,,9309000,,,,,,,,,
0,,,,,,,,,,,
,,180700000,,,,,,,,,
,0,,,,,,,,,,
,,,,,,,,,,0,
4815000,,,,,,,,2184000,,,
,,612800000,,,,,,,,,
77430000,26970000,,19140000,13580000,5519000,9219000,8509000,4562000,26680000,25420000,2112000
,,,,,,,,,,0,
0,16700000000,6772000000,,,,,,,131900000,461900000,111500000
,9569000,,,,,,,,,,
,94180000,,,,,,,,,,
,0,,,,,,,,,,
0,,,,,,,,,,,
,5873000,,,,,,,,,,
79940000,,,,,,,,,,,63350000
,,,,,,,,,,,5505000
,,,,,,,,,,,262400000
,,,,,,,,,,,2160000
,31060000,50480000,,,,,,,,28910000,32390000
7670000,,23530000,,2235000,,3088000,,,8092000,13960000,9489000
635600000,,327200000,,,,,,28470000,,246700000,
32320000,39820000,,,,,,,,,,
,10300000,,,,,,,,,,
,,5095000,,,,,,,,,
2911000,,9391000,,,,,,,,,
,,48800000,,,,,,,,,
,,4353000,,,,,,,,,
,2208000,,,,,,,,,,
68650000,,,,,,,,,,,
,,1344000,,,,,,,,,
,,19490000,,,,,,,,,
0,,18990000,,,,,,,,,10430000
3097000,,,,,,,,,,,
,,,,,,,,,4946000,,
,,,,,,,,,,86260000,
,185300000,32410000,,,,,,,,,
0,,,,,,,,,,0,
,12780000,,,,,,,,,,
15310000,14610000,3293000,,,,,448300,0,7291000,,
,,94860000,,,,,,,,,
,,21800000,,,,,,,,,
8002000,12810000,,,,,,,,,,
,8350000,,,,,,,,,,
8958000,,,,,,,,,,,
,,218800000,,,,,,,,,106400000
,,,,,,,,,4451000,,
,178400000,,,,,,,,,,
65650,,,,,,,,,,,
,,6271000,,,,,,,,,
943600000,,,,,,,,,,,
,6549000,,,,,,,,,,
,,,,,,,,,,94780000,
,7154000,,,,,,,1405000,,,
,41570000,,,,,,4058000,,,,
34820000,77180000,92910000,,,5414000,12770000,0,13590000,53640000,0,8487000
,79650000,,,,,,,,,,
,100100000,,,,,,8434000,,,,
,,0,,,,,,,,,
,,,,,,,,,,,53320000
,,,,,,,,,,1506000,
,33720000,30060000,,,,,,,,19070000,20620000
,,,,,,,,,,8316000,
,,,,,,,,,0,5726000,
,8502000,,,,,,,,,,
,11630000,,,,,,,,,,
,,,,,,,,,,,47420000
,94180000,55370000,,,,,,,,,13780000
,,18890000,,,,,,,,,
,0,,,,,,,,,,
144300000,,,,,,,,,,83960000,
,,0,,,,,,,,0,
,,111400000,,,,,,,,,
,,,,,,,,,,2386000,
60520000,0,65170000,,,,1983000,,,24110000,,
2820000,13590000,3660000,,,,,,,233400,,
21390000,19280000,20960000,,,,,,,,8565000,
22570000,27620000,16030000,,,,,,2512000,11150000,,4701000
,,,,,,,,,,0,
,,,,,,,,,37690000,,
,,216200000,,,,,,,,,
,,,,,,,,,,,11210000
,,,,,,,,,,11730000,
0,,,,,,,7170000,,,7734000,
136800000,,119800000,,,,,,,65780000,,92070000
,1733000,,,,,,,,,,
,,214500000,,,,,,,,,
,8659000,,,,,,,,,,
,,0,,,,,,,,,
,9892000,20330000,,,,,,,,,
,,,,,,,,1676000,,,
,,26170000,,,,,,,,,
,0,,,,,,,,,,
2947000,,,,,,,,,,,
113200000,,,,,,,,,,80200000,
,54300000,,,,,,,,29220000,,
,53690000,,,,,,,,,,
,3622000,,,,,,,,,,
31260000,57990000,,,,,,,,,,
,,,,,,,,,0,,
,61540000,67130000,,,,,,,,1485000,
,,41200000,,,,,,,,,
,,3790000,,,,,,,,,
,,7632000,,,,0,,1472000,,1403000,
,21780000,21700000,,,,,,,,,
,,4396000,,,,,,,,,
4080000,,,,,,,,,,,
0,,,,,,,,,,,
266900000,315800000,232600000,,,,,,,371900000,,211300000
,,,,,,,,,7651000,,
159000000,,,,,,,,,,,
,,,,,,,,,35650000,,
,0,,,,,,,,,222400000,
,,,,,,,,,1947000,,
,,152600000,,,,,,,,,
,28640000,,,,,,,,,,
43240000,37100000,34750000,,,,,,,15300000,23570000,
,10380000,,,,,,,,,,
54870000,,,,,,,,,,,
,22700000,,,,,2762000,,3693000,,,
391400000,304100000,,,,,70690000,,30030000,161800000,195500000,144300000
,,83210000,,,,,,,,,
,,,,,,,,,,1809000,
17560000,,,,,,,,,,,
289200000,243100000,175400000,,,,,,,187300000,,
,52000000,,,,,,,,,,
16050000,,11220000,,,,,,,,,
,14430000,,,,,,,,,7833000,
,2548000,,,,,,,,,,
14630000,,,,,,,,,,,
14980000,,,,,,,,,,,
,16420000,,,,,,,,,,
29400000,,92900000,,,,,,,41240000,,406700
,,39310000,,,,,,,,,
,746700000,,,,,,,,,,437700000
,,,,,,,,,,,12470000
,,28890000,,,,,,,,,
3257000,,,,,,,,,,921600,
,,,,,,,,,6551000,,
,147900000,,,,,170200000,,,,,
,116800000,,,,,,,,,45300000,
,,0,,,,,,,,,
,,,,,,4109000,,,,,
,11160000,,,,,,,,,,
,,,,,,,,,,0,
,10970000,,,,,,,,,,
,63670000,93240000,,,,,,,647400000,501700000,
147800000,,,,,,,,,,,
,,,,,,2455000,,,2969000,20230000,14540000
,9600000,,,,,,,,,,
4949000,15530000,15550000,,,,,2892000,,4793000,4975000,
,,13180000,,,,,,,,,
,745200,,,,,,,,,,
,46690000,,,,,,,,,,
,5831000,26980000,,,,,,,,,
2731000,,,,,,,,,,,
12920000,,,,,,,,,,6740000,
,,,,,,1058000,,,,2731000,2694000
22230000,20910000,,,,,101900000,,100300000,94430000,83440000,24030000
,12530000,,,,,,,,,,
0,0,,,,,,,,,,
,2706000,,,,,,,,,,
,,16650000,,,,,,,11940000,,
12590000,,,,,,,,,,,
,,29600000,,,,,,,,,
,16390000,,,,,,,,,,
,,,,,,,,,0,,
11530000,12740000,13570000,,712300,,2631000,2354000,2519000,6593000,7434000,6947000
,,,,,,,,,4308000,,
,,198000000,,,,,,,,,
,,,,,,,3221000,,11760000,7219000,
44710000,,,,,,,,,,,
1796000,,,,,,,,,,,
,17840000,,,,,,,,,1738000,10370000
,,,,,,,,,,1633000,
,,,,,,,,,,,69240000
,,17210000,,,,,,,,,
,,,,,,,,0,,,
8085000,,,,,,,,,,,
0,,,,,,,,,0,,
,227200000,244500000,,,,,,,83770000,36060000,
0,16920000,,,,,,,,,,
,,,,,,,,,0,,
,,24860000,,,,,,,,,
,1058000,,,,,,,,,,
86370000,147900000,54580000,,,,,,,171400000,144600000,129500000
,,,,,,,,,,286600,
,99610000,,,,,19060000,,,,,
,35800000,,,,,,,,,,
,,,,,,,,,3810000,,
47380000,15690000,,,,,,,,32030000,,
15810000,,,,,,,,,,,
,,,,,,,,,,3209000,
,,,,,,,,,0,,
,,,,,,,,,,0,
,,8124000,,,,,,,,,
,88610000,,,,,,,,,,
,,374600000,,,,,,,,65220000,
,,,,,,,,,,22100000,
0,,,,,,,,,,,
10190000,,,,,,,,,,,
0,0,15860000,,,,,,,,0,
,,,,,,,,,,,0
,,,,,,,,4538000,,,
,1955000,,,,,,,,,,
,260800000,,,,,,417100000,,195500000,,2213000000
569000000,,,,,,,,,,,
201700000,,175200000,,,,,,,,,
,,,,,,,,,,13100000,
,,,,,,,,,,1796000,
4917000,,,,,,,,,,,
,,,,,,,103500,,,,
,0,,,,,,,,,,
,16690000,13360000,,,,583400,,,,11250000,9001000
24150000,24060000,23560000,,,,1450000,,,0,3852000000,29300000
,,,,,,,,,,,3961000
,,5402000,,,,,,,,,
,13050000,,,,,,,,,8850000,
,1973000,,,,,,,,,,8005000
6801000,,,,,,,,,,,
266900000,315800000,48420000,,,,15270000,8118000,11290000,24090000,459000000,37860000
,,,,,,,,30230000,158800000,42660000,
,,60630000,,,,,,,,,
3435000,,,,,,,,,,,
,,65400000,,,,,,,,,
,,,,,,,0,,,,
,,,,,,2331000,358000,,,8971000,
,,192300000,,,,,,,,,
,40210000,,,,,,,,,,
168900000,,,,,,,,,,,
,,330000000,,,,,,9147000,,,
,,2004000,,,,,,,,,
4298000,,,,,,,,,,,
,,,,,,,,,,,0
,,15330000,,,,,,,,,
,11840000,23040000,,,,,,,,,
,7320000,5273000,,,,,,,,,
,,15510000,,,,,,,,,
,23650000,18740000,,,,,,,,,
,,,,,,,,,,,0
0,,,,,,,,,,,
0,,,,,,,,,,,
,,8127000,,,,1246000,,771000,,70970000,
,35190000,30100000,,,,,,,,,
,8191000,,,,,,,,,,
,,,,,,,,,6723000,,
8115000,,,,,,,,,,,
,,5099000,,,,,,,,,
,14770000,,,,,,,,,,
,,2022000,,,,,,,,,
,,12710000,,,,,,,,,
,,0,,,,,,,,,
,14200000,,,,,,,,,,
,,,,,,,,,,11410000,
,,,,0,,,,,,,
56510000,,56090000,,,,,,,,,31180000
,559900,,,,,,,,,,
0,,241400000,,,,,,,,,
,,28280000,,,,,,,,,
2497000,,,,,,,,,,,
14500000,,20130000,,,,,,,,,
,4010000,,,,,,,,,,1597000
,34320000,,,,,,,,,,
5816000,,4281000,,,,,,,,,
,,,,,,,,,,,1895000
,9970000,,,,,,,,,,
656000000,,,,,,,,0,,,1163000
,,,,,,,,,,2160000,
352200000,,,,,,,,,,,
,235500000,,,,,,,,,,
,41680000,,,,,,,,,,
,,0,,,,,,,,,
,,0,,,,,,,,,
,,,,,,,,,0,,
,,,,,,,,,62890000,,
,0,,,,,,,,,,
4763000,,,,,,,,,,,
,28650000,,,,,,,,,,
0,,,,,,,,,,,
,,,,,,,,,6100000,,
,,,,,,,,,,0,
,,,,,,,,5495000,,,
,,15450000,,,,,,,7757000,,
,,12560000,,,,,,,,,
,,,,,,,,,0,,
,,,,,,,,,,,3768000
,,28150000,,,,,,,,,
6296000,2646000,2133000,,,,,,,4296000,,3632000
,,,,,,0,,,,,
,45950000,,,,,,,,,394200000,287700000
313400,,,,,,,,,,,
4227000,,,,,,,,,,,
,,,,,,,,,,,32640000
,,,,,,1924000,,,,,
,,13090000,,,,,,,,,
,,,,,,,,,3435000,,
,,0,,,,,,,,,
3365000,6081000,,,,,,,,2024000,,
54300000,,,,,,,,,,,
16370000,,,,,,,,,,,
,,,,,,,,,2819000,,
0,14510000,21720000,,,,,,,,,
,,,,,,11740000,,,,,
1127000,,,,,,,,,,,
,0,,,,,,,,,,
,11780000,8633000,,,,,,,,4953000,
,,11190000,,,,,,,,,
,,0,,,,,,,,,
,,,,,,,,,,,1318000
,,,,,,,,,,,9724000
,,3096000,,,,,,,,,
,43360000,49750000,,,,,,,,,
114000000,107800000,,,,,,,,,,53020000
,,,,,,,,,,,15420000
,,11490000,,,,,,,,,
,2504000,,,,,,,,1700000,,
,,,,,,589200,,220500,,,
,,3257000,,,,,,,,,1170000
0,,,,,,,,,,,
,,,,,,,,,6779000,,0
,47070000,,,,,14210000,632000,,14610000,36140000,31180000
9405000,11870000,12620000,,,,,,,,,
,,1453000,,,,,,,,,
30670000,,,,,,,,,,,
1217000,,,,,,,,,,,
,,86620000,,,,,,,,,
,,,,,,,,,,,3715000
,22870000,,,,,,,,,,
14810000,,,,,,,,,,,
,,,,,,,,,,0,
,,0,,,,,,,,,
54930000,,108600000,,,,,,,,,
,9134000,19990000,,,,,,,,110300000,7184000
19310000,,,,,,,,,,,
,,,,,,,,,,,3648000
,,,,,,,,,5249000,,
,,,,,,,,0,,,
,521100000,,,,,,,,,,
,55280000,,,,,,,,,,
,17090000,,,,,,,,,,
,11450000,,,,,,,,,,
,,1955000,,,,,,,,,
,58660000,,,,,,,,,,
,,,,,,,,,,,1061000
,,,,,,,,4764000,,,
,,182900000,,,,,,,,,
,32470000,,,,,,,,,,
,4703000,,,,,,,,,,
8194000,8961000,,,,,,,,,,
,,28340000,,,,,,,,,
43560000,35090000,31500000,,,,,,0,33740000,0,41260000
,,142100000,,,,,,,,,
,,0,,,,,,,,,
,,,,3031000,,,,3923000,,,
,,,,,,,2967000,,,,
,,0,,,,,,,,,
,21050000,,,,,,,,,,
,,,,,,,,,,,0
,30660000,,,,,,,,,,13510000
,0,,,,,,,,,,
,,,,,,8676000,,1494000,,,
172700000,,192600000,,,,,,,,92840000,101500000
83450000,70050000,,,,,,,,36830000,,
,,5069000,,,,,,,,,
,,26080000,,,,,,,,,
,,,,,,,,,0,,
,,,,,,,,1328000,,,
,,20480000,,,,,,,,,
,,,,,,,,6265000,,,
80240000,,,,,,,,,,,
70950000,,,,,,,,,,,57890000
,,,,,,,,,51990000,,
481400000,969700000,668300000,,,,,,,,,
,0,,,,,,,,,,
13020000,,,,,,,,,,,
,,90820000,,,,,,,,,
,73540000,,,,,,,,,,
,0,0,,,,,,,,,
,28230000,41550000,,,,,,,,,
,,748800,,,,,,,,,
,1669000,,,,,,,,,,
,,,,,,3074000,,,12160000,,
,,64700000,,,,,,,,,
29830000,,,,,,,,,,,
,,0,,,,,,,,,
,,,,,,,,,,21670000,
,,15260000,,,,,,,,,
,,6073000,,,,,,,,,
37270000,,,,,,,,,,,
,8745000,,,,,,,,,,
7206000,,6655000,,,,,,,,,
84890000,41390000,,,,,,,,61330000,36790000,
1341000,,,,540900,,,,935600,,0,
28080000,22870000,49220000,,,,,,,30960000,2748000,725300
0,0,0,,,,,,,,,
,,,,,,,,,,,11930000
,38430000,,,,,,,,,,
,,4268000,,,,,,,,,
39970000,,,,,,,9361000,348700,,,
94360000,94190000,,,,,,,,,,
,,,,,,,0,,,,
,,,,,,,276300,,,0,
,150700000,,,,,,,,,,0
,,,,,,,,,,,3337000
,,373200000,,,,,,,,,
,,,,,,,,,,12850000,
,,,,,4563000,,,,,,
,,,,,,,,,,245400000,
40990000,,,,,,,,,,,
,,,,,,,,,,21360000,
,,5348000,,,,,0,,1481000,,
,223800000,,,,,,,,,,
206600000,,,,,,,,,,,
,,4316000,,,,,,,,,
,,0,,,,,,,0,,
,1321000,,,,,,,,,,
,,,,,,,,,,36070000,
,,4064000,,,,,,,,,
,,107500000,,,,,,,,,
24880000,51120000,19860000,,,,,,,9684000,,
,,,,,,,,,3072000,,
,,3247000,,,,,,,,,
114000000,,,,,,,,,,,
,,241400000,,,,,,,,,
,0,,,,,,,,,,
,5133000,,,,,4946000,,2960000,,12080000,
182100000,,,,,,,,,,,
552500000,448800000,469200000,,,18330000,75850000,32180000,96920000,236200000,243500000,332400000
,33610000,,,,,,,,,,
,12770000,,,,,,,,,,
,12130000,0,,,,,,,,,
