1	1.000	-70.600	
1	2.000	-69.073	
1	3.000	-67.540	
1	4.000	-66.163	
1	5.000	-64.925	
1	6.000	-63.813	
1	7.000	-62.815	
1	8.000	-61.917	
1	9.000	-61.112	
1	10.000	-60.388	
1	11.000	-59.738	
1	12.000	-59.154	
1	13.000	-58.630	
1	14.000	-58.159	
1	15.000	-57.736	
1	16.000	-57.356	
1	17.000	-57.014	
1	18.000	-56.707	
1	19.000	-56.431	
1	20.000	-56.183	
1	21.000	-55.960	
1	22.000	-55.759	
1	23.000	-55.579	
1	24.000	-55.417	
1	25.000	-55.271	
1	26.000	-55.141	
1	27.000	-55.023	
1	28.000	-54.918	
1	29.000	-54.823	
1	30.000	-54.738	
1	31.000	-54.663	
1	32.000	-54.595	
1	33.000	-54.535	
1	34.000	-54.481	
1	35.000	-54.434	
1	36.000	-54.392	
1	37.000	-54.354	
1	38.000	-54.322	
1	39.000	-54.293	
1	40.000	-54.269	
1	41.000	-54.247	
1	42.000	-54.229	
1	43.000	-54.214	
1	44.000	-54.201	
1	45.000	-54.191	
1	46.000	-54.182	
1	47.000	-54.176	
1	48.000	-54.171	
1	49.000	-54.168	
1	50.000	-54.167	
1	51.000	-54.166	
1	52.000	-54.167	
1	53.000	-54.169	
1	54.000	-54.172	
1	55.000	-54.176	
1	56.000	-54.181	
1	57.000	-54.186	
1	58.000	-54.192	
1	59.000	-54.199	
1	60.000	-54.206	
1	61.000	-54.213	
1	62.000	-54.222	
1	63.000	-54.230	
1	64.000	-54.239	
1	65.000	-54.248	
1	66.000	-54.257	
1	67.000	-54.267	
1	68.000	-54.276	
1	69.000	-54.286	
1	70.000	-54.297	
1	71.000	-54.307	
1	72.000	-54.317	
1	73.000	-54.327	
1	74.000	-54.338	
1	75.000	-54.349	
1	76.000	-54.359	
1	77.000	-54.370	
1	78.000	-54.380	
1	79.000	-54.391	
1	80.000	-54.402	
1	81.000	-54.412	
1	82.000	-54.423	
1	83.000	-54.434	
1	84.000	-54.444	
1	85.000	-54.455	
1	86.000	-54.466	
1	87.000	-54.476	
1	88.000	-54.486	
1	89.000	-54.497	
1	90.000	-54.507	
1	91.000	-54.517	
