# size = 100
# first_index = 0
# first_id = 1
# n = 100100
# variable = v
# last_id = 100
# last_index = 100
# dt = 0.1
# label = population239
-67.893120519403453	0.0
-63.845961605424108	1.0
-69.910411622696216	2.0
-60.513779324259495	3.0
-64.665562353781411	4.0
-69.047764906086698	5.0
-65.94328578561435	6.0
-67.926573485519654	7.0
-60.187183537269647	8.0
-66.779288820140053	9.0
-68.01569104887372	10.0
-60.638624531193415	11.0
-63.773237175650827	12.0
-64.416143791365712	13.0
-67.50401352509671	14.0
-68.971214336512247	15.0
-60.273584020507712	16.0
-66.438341428473365	17.0
-64.534304346146882	18.0
-60.986409231526743	19.0
-67.945388300397923	20.0
-65.695221171043016	21.0
-61.054376593525355	22.0
-61.742948459458148	23.0
-67.755534277317295	24.0
-69.434383042953712	25.0
-67.152247354301068	26.0
-63.656091108865546	27.0
-64.129209135736502	28.0
-66.388434099623851	29.0
-60.831290342256011	30.0
-60.702855506774021	31.0
-64.782666716263236	32.0
-62.336228191023437	33.0
-69.812852615105015	34.0
-64.702127605246943	35.0
-65.236896229772711	36.0
-65.628901503408514	37.0
-66.784354431829527	38.0
-61.674032378943508	39.0
-69.578681561187622	40.0
-62.612375872243767	41.0
-66.278776082952234	42.0
-61.618321380852322	43.0
-66.505204097274074	44.0
-67.302890280920209	45.0
-64.836120504303835	46.0
-67.624795157114093	47.0
-65.284263141771447	48.0
-63.373854785798414	49.0
-63.408183126637681	50.0
-67.064493970584266	51.0
-60.679936066999566	52.0
-64.970199483806226	53.0
-60.045987482769256	54.0
-65.160355460135747	55.0
-66.092666152132935	56.0
-69.665530678191516	57.0
-66.660288160925148	58.0
-60.245645081406884	59.0
-61.753037872604246	60.0
-69.951756919019743	61.0
-61.919819800060175	62.0
-67.484779997974343	63.0
-60.808845962671768	64.0
-65.575686706176171	65.0
-63.107732658383149	66.0
-67.213575692505358	67.0
-69.854397361234149	68.0
-64.218333936641201	69.0
-68.486384064679868	70.0
-61.871784659443762	71.0
-65.127780070643794	72.0
-66.549859482168088	73.0
-68.979726239924346	74.0
-62.634124074017606	75.0
-69.336899383369769	76.0
-61.23569298736259	77.0
-66.37754985391193	78.0
-60.858384677951818	79.0
-64.171271962266275	80.0
-68.75615836764544	81.0
-67.593239558596977	82.0
-65.6111215360785	83.0
-66.038173448516332	84.0
-62.488103932326354	85.0
-63.306551878439521	86.0
-64.16351831798778	87.0
-63.471468575402085	88.0
-65.628650384507409	89.0
-68.065013968865813	90.0
-65.625113357061309	91.0
-69.387008810615782	92.0
-63.699780717453883	93.0
-68.094420631377844	94.0
-60.581688137835897	95.0
-65.916950978085978	96.0
-67.758022911080189	97.0
-68.422743096222845	98.0
-61.962812689784755	99.0
-67.879000000000005	0.0
-63.851999999999997	1.0
-69.885999999999996	2.0
-60.536000000000001	3.0
-64.667000000000002	4.0
-69.028000000000006	5.0
-65.938999999999993	6.0
-67.912000000000006	7.0
-60.210999999999999	8.0
-66.769999999999996	9.0
-68.001000000000005	10.0
-60.659999999999997	11.0
-63.779000000000003	12.0
-64.418999999999997	13.0
-67.492000000000004	14.0
-68.950999999999993	15.0
-60.296999999999997	16.0
-66.430999999999997	17.0
-64.537000000000006	18.0
-61.006	19.0
-67.930999999999997	20.0
-65.691999999999993	21.0
-61.073999999999998	22.0
-61.759	23.0
-67.742000000000004	24.0
-69.412000000000006	25.0
-67.141999999999996	26.0
-63.662999999999997	27.0
-64.134	28.0
-66.382000000000005	29.0
-60.851999999999997	30.0
-60.723999999999997	31.0
-64.784000000000006	32.0
-62.350000000000001	33.0
-69.789000000000001	34.0
-64.703999999999994	35.0
-65.236000000000004	36.0
-65.626000000000005	37.0
-66.775000000000006	38.0
-61.691000000000003	39.0
-69.555999999999997	40.0
-62.624000000000002	41.0
-66.272000000000006	42.0
-61.634999999999998	43.0
-66.498000000000005	44.0
-67.290999999999997	45.0
-64.837000000000003	46.0
-67.611999999999995	47.0
-65.283000000000001	48.0
-63.381999999999998	49.0
-63.415999999999997	50.0
-67.054000000000002	51.0
-60.701000000000001	52.0
-64.969999999999999	53.0
-60.070999999999998	54.0
-65.159999999999997	55.0
-66.087000000000003	56.0
-69.641999999999996	57.0
-66.652000000000001	58.0
-60.268999999999998	59.0
-61.768999999999998	60.0
-69.927000000000007	61.0
-61.935000000000002	62.0
-67.471999999999994	63.0
-60.829999999999998	64.0
-65.572999999999993	65.0
-63.116999999999997	66.0
-67.203000000000003	67.0
-69.829999999999998	68.0
-64.221999999999994	69.0
-68.468999999999994	70.0
-61.887	71.0
-65.126999999999995	72.0
-66.542000000000002	73.0
-68.959999999999994	74.0
-62.646000000000001	75.0
-69.314999999999998	76.0
-61.253999999999998	77.0
-66.370999999999995	78.0
-60.878999999999998	79.0
-64.174999999999997	80.0
-68.736999999999995	81.0
-67.579999999999998	82.0
