Mass [m/z],Polarity,Start [min],End [min],nCE,CS [z],Comment
730.979004,Positive,31.535524,36.535524, ,3,MH+2190.922458-Scan#6269
514.259583,Positive,31.579398,36.579398, ,3,MH+1540.764194-Scan#6289
597.283447,Positive,31.610547,36.610547, ,3,MH+1789.835789-Scan#6305
520.779297,Positive,31.630734,36.630734, ,2,MH+1040.551317-Scan#6316
563.780640,Positive,31.652672,36.652672, ,2,MH+1126.554003-Scan#6328
503.284729,Positive,31.702422,36.702422, ,3,MH+1507.839634-Scan#6354
420.893188,Positive,31.802044,36.802044, ,3,MH+1260.665012-Scan#6404
474.567963,Positive,31.939755,36.939755, ,3,MH+1421.689335-Scan#6464
500.265594,Positive,32.180982,37.180982, ,2,MH+999.523912-Scan#6556
426.548187,Positive,32.275125,37.275125, ,3,MH+1277.630009-Scan#6596
558.779663,Positive,32.437323,37.437323, ,2,MH+1116.552050-Scan#6673
562.299194,Positive,32.449860,37.449860, ,2,MH+1123.591112-Scan#6679
611.336243,Positive,32.465295,37.465295, ,2,MH+1221.665209-Scan#6684
555.308350,Positive,32.493219,37.493219, ,2,MH+1109.609423-Scan#6697
479.921967,Positive,32.547284,37.547284, ,3,MH+1437.751346-Scan#6726
716.342529,Positive,32.553353,37.553353, ,2,MH+1431.677782-Scan#6730
638.319336,Positive,32.570656,37.570656, ,2,MH+1275.631395-Scan#6737
611.640137,Positive,32.596855,37.596855, ,3,MH+1832.905857-Scan#6752
611.640991,Positive,32.614095,37.614095, ,3,MH+1832.908420-Scan#6759
527.291016,Positive,32.617155,37.617155, ,2,MH+1053.574755-Scan#6761
530.793579,Positive,32.641855,37.641855, ,2,MH+1060.579882-Scan#6775
658.355225,Positive,32.711552,37.711552, ,2,MH+1315.703173-Scan#6812
607.292786,Positive,32.742557,37.742557, ,2,MH+1213.578295-Scan#6827
540.928528,Positive,32.751769,37.751769, ,3,MH+1620.771030-Scan#6833
589.803345,Positive,32.753294,37.753294, ,2,MH+1178.599413-Scan#6834
405.198639,Positive,32.771881,37.771881, ,3,MH+1213.581363-Scan#6844
503.941772,Positive,32.785927,37.785927, ,3,MH+1509.810764-Scan#6851
594.308044,Positive,32.787452,37.787452, ,2,MH+1187.608812-Scan#6852
435.904175,Positive,32.851453,37.851453, ,3,MH+1305.697971-Scan#6882
558.271851,Positive,32.862179,37.862179, ,2,MH+1115.536425-Scan#6889
711.353027,Positive,32.907500,37.907500, ,2,MH+1421.698778-Scan#6912
654.329285,Positive,32.909041,37.909041, ,2,MH+1307.651293-Scan#6913
561.304932,Positive,32.912108,37.912108, ,2,MH+1121.602587-Scan#6915
485.747925,Positive,32.941624,37.941624, ,2,MH+970.488573-Scan#6930
447.214935,Positive,32.961681,37.961681, ,3,MH+1339.630253-Scan#6939
472.248230,Positive,33.060299,38.060299, ,2,MH+943.489183-Scan#6983
602.617126,Positive,33.117467,38.117467, ,3,MH+1805.836826-Scan#7007
493.774933,Positive,33.143684,38.143684, ,2,MH+986.542589-Scan#7019
423.551971,Positive,33.159282,38.159282, ,3,MH+1268.641361-Scan#7027
564.291748,Positive,33.221436,38.221436, ,3,MH+1690.860691-Scan#7053
645.313538,Positive,33.232440,38.232440, ,2,MH+1289.619799-Scan#7058
794.375916,Positive,33.251098,38.251098, ,2,MH+1587.744554-Scan#7068
505.812012,Positive,33.254148,38.254148, ,2,MH+1010.616747-Scan#7070
438.880066,Positive,33.296831,38.296831, ,3,MH+1314.625644-Scan#7090
585.273438,Positive,33.335672,38.335672, ,2,MH+1169.539598-Scan#7110
579.272583,Positive,33.399483,38.399483, ,3,MH+1735.803196-Scan#7143
771.888428,Positive,33.425985,38.425985, ,2,MH+1542.769579-Scan#7156
405.570129,Positive,33.427493,38.427493, ,3,MH+1214.695835-Scan#7157
667.991638,Positive,33.436923,38.436923, ,3,MH+2001.960361-Scan#7161
415.205109,Positive,33.446126,38.446126, ,3,MH+1243.600773-Scan#7167
487.262695,Positive,33.464795,38.464795, ,3,MH+1459.773533-Scan#7177
554.830505,Positive,33.480495,38.480495, ,2,MH+1108.653734-Scan#7184
517.260559,Positive,33.500882,38.500882, ,2,MH+1033.513842-Scan#7195
643.806396,Positive,33.530522,38.530522, ,2,MH+1286.605516-Scan#7210
858.892517,Positive,33.549143,38.549143, ,2,MH+1716.777758-Scan#7219
497.582123,Positive,33.584607,38.584607, ,3,MH+1490.731815-Scan#7238
709.384888,Positive,33.625259,38.625259, ,2,MH+1417.762499-Scan#7258
674.365112,Positive,33.650057,38.650057, ,2,MH+1347.722948-Scan#7272
601.857178,Positive,33.651582,38.651582, ,2,MH+1202.707079-Scan#7273
427.873016,Positive,33.657673,38.657673, ,3,MH+1281.604496-Scan#7277
421.880981,Positive,33.667104,38.667104, ,3,MH+1263.628391-Scan#7281
525.935059,Positive,33.681086,38.681086, ,3,MH+1575.790623-Scan#7288
501.293274,Positive,33.688667,38.688667, ,4,MH+2002.151266-Scan#7293
462.225159,Positive,33.708323,38.708323, ,3,MH+1384.660923-Scan#7304
896.373230,Positive,33.719275,38.719275, ,2,MH+1791.739183-Scan#7309
624.326599,Positive,33.720819,38.720819, ,2,MH+1247.645922-Scan#7310
542.257507,Positive,33.722360,38.722360, ,4,MH+2166.008199-Scan#7311
769.873413,Positive,33.737721,38.737721, ,2,MH+1538.739550-Scan#7319
942.934631,Positive,33.739296,38.739296, ,2,MH+1884.861986-Scan#7320
491.911682,Positive,33.796252,38.796252, ,3,MH+1473.720493-Scan#7351
424.569977,Positive,33.805683,38.805683, ,3,MH+1271.695377-Scan#7355
537.621155,Positive,33.810260,38.810260, ,3,MH+1610.848911-Scan#7358
562.272949,Positive,33.853806,38.853806, ,2,MH+1123.538622-Scan#7380
622.831787,Positive,33.878952,38.878952, ,2,MH+1244.656298-Scan#7392
596.806152,Positive,33.882004,38.882004, ,2,MH+1192.605028-Scan#7394
569.812134,Positive,33.885056,38.885056, ,2,MH+1138.616991-Scan#7396
537.286804,Positive,33.888114,38.888114, ,2,MH+1073.566332-Scan#7398
457.267822,Positive,33.897561,38.897561, ,3,MH+1369.788914-Scan#7402
782.876160,Positive,33.911626,38.911626, ,2,MH+1564.745043-Scan#7409
653.107422,Positive,33.967155,38.967155, ,4,MH+2609.407858-Scan#7436
482.022888,Positive,34.005976,39.005976, ,4,MH+1925.069723-Scan#7454
554.794739,Positive,34.024763,39.024763, ,2,MH+1108.582201-Scan#7463
569.764099,Positive,34.030867,39.030867, ,2,MH+1138.520922-Scan#7467
465.592072,Positive,34.069942,39.069942, ,3,MH+1394.761661-Scan#7486
630.336365,Positive,34.093445,39.093445, ,2,MH+1259.665453-Scan#7497
461.905670,Positive,34.121336,39.121336, ,3,MH+1383.702457-Scan#7513
547.016296,Positive,34.141365,39.141365, ,4,MH+2185.043356-Scan#7523
750.848877,Positive,34.153856,39.153856, ,2,MH+1500.690477-Scan#7529
589.824158,Positive,34.172073,39.172073, ,2,MH+1178.641039-Scan#7539
639.385864,Positive,34.173631,39.173631, ,2,MH+1277.764452-Scan#7540
546.869751,Positive,34.200008,39.200008, ,2,MH+1092.732225-Scan#7553
685.840271,Positive,34.235056,39.235056, ,2,MH+1370.673265-Scan#7572
452.240051,Positive,34.270127,39.270127, ,3,MH+1354.705601-Scan#7591
410.229736,Positive,34.297012,39.297012, ,2,MH+819.452196-Scan#7607
690.881592,Positive,34.351458,39.351458, ,2,MH+1380.755907-Scan#7637
866.410400,Positive,34.369803,39.369803, ,2,MH+1731.813524-Scan#7647
577.298157,Positive,34.375939,39.375939, ,2,MH+1153.589037-Scan#7651
515.737427,Positive,34.417534,39.417534, ,2,MH+1030.467577-Scan#7672
447.883942,Positive,34.428068,39.428068, ,3,MH+1341.637272-Scan#7679
681.329529,Positive,34.449820,39.449820, ,2,MH+1361.651781-Scan#7689
603.988037,Positive,34.514755,39.514755, ,3,MH+1809.949558-Scan#7726
557.797852,Positive,34.590077,39.590077, ,2,MH+1114.588426-Scan#7768
600.836304,Positive,34.608369,39.608369, ,2,MH+1200.665331-Scan#7778
439.249023,Positive,34.631240,39.631240, ,3,MH+1315.732517-Scan#7791
443.904327,Positive,34.660748,39.660748, ,3,MH+1329.698429-Scan#7806
636.321167,Positive,34.720298,39.720298, ,2,MH+1271.635057-Scan#7836
455.258942,Positive,34.721556,39.721556, ,2,MH+909.510607-Scan#7837
410.249786,Positive,34.792779,39.792779, ,3,MH+1228.734806-Scan#7874
564.003235,Positive,34.797356,39.797356, ,4,MH+2252.991110-Scan#7877
751.668457,Positive,34.841851,39.841851, ,3,MH+2252.990818-Scan#7898
722.986389,Positive,34.843395,39.843395, ,3,MH+2166.944614-Scan#7899
517.256470,Positive,34.857457,39.857457, ,2,MH+1033.505663-Scan#7906
522.276489,Positive,34.953474,39.953474, ,2,MH+1043.545702-Scan#7954
722.382446,Positive,34.988001,39.988001, ,2,MH+1443.757616-Scan#7970
499.278625,Positive,35.009555,40.009555, ,2,MH+997.549974-Scan#7982
528.274475,Positive,35.017491,40.017491, ,2,MH+1055.541674-Scan#7985
553.806335,Positive,35.053238,40.053238, ,2,MH+1106.605394-Scan#8004
408.226166,Positive,35.073505,40.073505, ,3,MH+1222.663944-Scan#8015
435.245819,Positive,35.090202,40.090202, ,3,MH+1303.722904-Scan#8023
519.744751,Positive,35.105838,40.105838, ,2,MH+1038.482225-Scan#8031
599.350159,Positive,35.211668,40.211668, ,2,MH+1197.693041-Scan#8081
413.776947,Positive,35.214708,40.214708, ,2,MH+826.546617-Scan#8083
577.276245,Positive,35.225487,40.225487, ,2,MH+1153.545214-Scan#8087
551.277405,Positive,35.234928,40.234928, ,2,MH+1101.547533-Scan#8091
570.746216,Positive,35.315855,40.315855, ,2,MH+1140.485155-Scan#8126
481.760468,Positive,35.332836,40.332836, ,2,MH+962.513658-Scan#8132
449.235779,Positive,35.340343,40.340343, ,2,MH+897.464281-Scan#8136
416.557617,Positive,35.404034,40.404034, ,3,MH+1247.658298-Scan#8165
439.215149,Positive,35.484378,40.484378, ,4,MH+1753.838766-Scan#8195
425.728058,Positive,35.551359,40.551359, ,2,MH+850.448839-Scan#8227
865.418396,Positive,35.682993,40.682993, ,2,MH+1729.829515-Scan#8295
546.590881,Positive,35.695502,40.695502, ,3,MH+1637.758091-Scan#8301
747.850403,Positive,35.771868,40.771868, ,2,MH+1494.693529-Scan#8342
777.880493,Positive,35.774985,40.774985, ,2,MH+1554.753710-Scan#8344
602.295898,Positive,35.778054,40.778054, ,2,MH+1203.584520-Scan#8346
429.221130,Positive,35.782620,40.782620, ,3,MH+1285.648838-Scan#8349
907.446045,Positive,35.813430,40.813430, ,2,MH+1813.884813-Scan#8365
676.330750,Positive,35.814972,40.814972, ,2,MH+1351.654222-Scan#8366
528.584412,Positive,35.856743,40.856743, ,3,MH+1583.738682-Scan#8387
476.786560,Positive,35.858268,40.858268, ,2,MH+952.565843-Scan#8388
556.787720,Positive,35.906302,40.906302, ,2,MH+1112.568163-Scan#8408
440.745911,Positive,35.981984,40.981984, ,2,MH+880.484545-Scan#8440
580.817017,Positive,35.997467,40.997467, ,2,MH+1160.626757-Scan#8447
482.768372,Positive,36.106395,41.106395, ,2,MH+964.529467-Scan#8497
466.267639,Positive,36.112788,41.112788, ,2,MH+931.528002-Scan#8499
717.360779,Positive,36.138964,41.138964, ,2,MH+1433.714281-Scan#8510
413.913391,Positive,36.141837,41.141837, ,3,MH+1239.725620-Scan#8512
532.283875,Positive,36.238789,41.238789, ,2,MH+1063.560472-Scan#8560
494.778412,Positive,36.355718,41.355718, ,2,MH+988.549547-Scan#8613
530.789124,Positive,36.363244,41.363244, ,2,MH+1060.570970-Scan#8617
752.873718,Positive,36.442465,41.442465, ,2,MH+1504.740160-Scan#8656
462.763794,Positive,36.445544,41.445544, ,2,MH+924.520311-Scan#8658
574.317932,Positive,36.471402,41.471402, ,2,MH+1147.628588-Scan#8670
414.729492,Positive,36.530465,41.530465, ,2,MH+828.451708-Scan#8693
777.699158,Positive,36.542987,41.542987, ,3,MH+2331.082920-Scan#8699
478.273315,Positive,36.544512,41.544512, ,2,MH+955.539354-Scan#8700
556.318787,Positive,36.593752,41.593752, ,2,MH+1111.630297-Scan#8719
412.245880,Positive,36.632433,41.632433, ,2,MH+823.484484-Scan#8740
473.767731,Positive,36.655826,41.655826, ,2,MH+946.528185-Scan#8751
463.772705,Positive,36.677502,41.677502, ,2,MH+926.538134-Scan#8763
633.636963,Positive,36.691566,41.691566, ,3,MH+1898.896335-Scan#8770
616.829346,Positive,36.733195,41.733195, ,2,MH+1232.651415-Scan#8793
636.301636,Positive,36.745705,41.745705, ,2,MH+1271.595995-Scan#8799
527.790100,Positive,36.754526,41.754526, ,2,MH+1054.572924-Scan#8805
682.708435,Positive,36.786729,41.786729, ,3,MH+2046.110752-Scan#8820
741.022705,Positive,36.788272,41.788272, ,3,MH+2221.053562-Scan#8821
693.021118,Positive,36.840140,41.840140, ,3,MH+2077.048801-Scan#8849
455.252472,Positive,36.855106,41.855106, ,3,MH+1363.742863-Scan#8857
745.872559,Positive,36.880652,41.880652, ,2,MH+1490.737841-Scan#8872
628.838684,Positive,36.885298,41.885298, ,2,MH+1256.670092-Scan#8875
655.839233,Positive,36.905350,41.905350, ,2,MH+1310.671190-Scan#8886
472.709167,Positive,36.917817,41.917817, ,2,MH+944.411058-Scan#8892
448.233185,Positive,36.994544,41.994544, ,2,MH+895.459093-Scan#8935
506.290710,Positive,37.003212,42.003212, ,2,MH+1011.574144-Scan#8941
461.738068,Positive,37.004471,42.004471, ,2,MH+922.468859-Scan#8942
445.238495,Positive,37.005727,42.005727, ,2,MH+889.469713-Scan#8943
470.494629,Positive,37.020487,42.020487, ,4,MH+1878.956686-Scan#8951
403.259033,Positive,37.030596,42.030596, ,2,MH+805.510790-Scan#8956
565.055237,Positive,37.033385,42.033385, ,4,MH+2257.199117-Scan#8958
518.797913,Positive,37.042694,42.042694, ,2,MH+1036.588549-Scan#8964
556.805725,Positive,37.055831,42.055831, ,2,MH+1112.604174-Scan#8971
760.886780,Positive,37.093049,42.093049, ,2,MH+1520.766283-Scan#8992
799.726990,Positive,37.101999,42.101999, ,3,MH+2397.166416-Scan#8998
534.273987,Positive,37.112889,42.112889, ,3,MH+1600.807407-Scan#9003
450.254364,Positive,37.116833,42.116833, ,3,MH+1348.748539-Scan#9006
702.848267,Positive,37.129037,42.129037, ,2,MH+1404.689257-Scan#9012
788.893921,Positive,37.133697,42.133697, ,2,MH+1576.780565-Scan#9015
674.878174,Positive,37.167295,42.167295, ,2,MH+1348.749071-Scan#9033
474.753143,Positive,37.197282,42.197282, ,2,MH+948.499010-Scan#9049
689.349487,Positive,37.225630,42.225630, ,3,MH+2066.033909-Scan#9064
444.285095,Positive,37.240278,42.240278, ,2,MH+887.562914-Scan#9072
417.934418,Positive,37.278987,42.278987, ,3,MH+1251.788700-Scan#9094
632.354797,Positive,37.325684,42.325684, ,2,MH+1263.702318-Scan#9119
575.285217,Positive,37.364780,42.364780, ,2,MH+1149.563158-Scan#9141
841.919067,Positive,37.375151,42.375151, ,2,MH+1682.830858-Scan#9146
415.733002,Positive,37.440873,42.440873, ,2,MH+830.458727-Scan#9181
411.222260,Positive,37.483481,42.483481, ,2,MH+821.437242-Scan#9204
440.725433,Positive,37.546433,42.546433, ,2,MH+880.443590-Scan#9237
469.256317,Positive,37.627489,42.627489, ,3,MH+1405.754398-Scan#9278
572.624817,Positive,37.631897,42.631897, ,3,MH+1715.859897-Scan#9281
641.789551,Positive,37.667380,42.667380, ,2,MH+1282.571825-Scan#9298
655.351563,Positive,37.683624,42.683624, ,2,MH+1309.695848-Scan#9307
612.766418,Positive,37.709430,42.709430, ,2,MH+1224.525560-Scan#9320
522.270813,Positive,37.715432,42.715432, ,2,MH+1043.534349-Scan#9324
540.311768,Positive,37.735453,42.735453, ,2,MH+1079.616259-Scan#9333
514.297424,Positive,37.741605,42.741605, ,3,MH+1540.877720-Scan#9337
867.904663,Positive,37.755136,42.755136, ,2,MH+1734.802050-Scan#9343
497.275574,Positive,37.772201,42.772201, ,2,MH+993.543871-Scan#9352
438.248779,Positive,37.856048,42.856048, ,2,MH+875.490282-Scan#9395
633.290039,Positive,37.922569,42.922569, ,2,MH+1265.572801-Scan#9429
472.755249,Positive,37.939183,42.939183, ,2,MH+944.503221-Scan#9438
470.237823,Positive,37.940698,42.940698, ,3,MH+1408.698917-Scan#9439
414.570587,Positive,37.941956,42.941956, ,3,MH+1241.697208-Scan#9440
459.254425,Positive,37.976456,42.976456, ,2,MH+917.501573-Scan#9459
650.669556,Positive,37.979450,42.979450, ,3,MH+1949.994114-Scan#9461
704.852234,Positive,38.005335,43.005335, ,2,MH+1408.697191-Scan#9474
704.853149,Positive,38.016287,43.016287, ,2,MH+1408.699022-Scan#9479
879.422180,Positive,38.059968,43.059968, ,3,MH+2636.251987-Scan#9502
510.306671,Positive,38.070395,43.070395, ,2,MH+1019.606066-Scan#9509
637.334290,Positive,38.079510,43.079510, ,2,MH+1273.661302-Scan#9513
471.735260,Positive,38.141930,43.141930, ,4,MH+1883.919210-Scan#9545
407.243103,Positive,38.171630,43.171630, ,2,MH+813.478929-Scan#9561
417.725433,Positive,38.230905,43.230905, ,2,MH+834.443590-Scan#9592
439.894623,Positive,38.232163,43.232163, ,3,MH+1317.669315-Scan#9593
562.264587,Positive,38.235213,43.235213, ,3,MH+1684.779209-Scan#9595
659.338196,Positive,38.252496,43.252496, ,2,MH+1317.669115-Scan#9602
495.607300,Positive,38.257074,43.257074, ,3,MH+1484.807346-Scan#9605
426.232758,Positive,38.259703,43.259703, ,2,MH+851.458239-Scan#9607
411.754333,Positive,38.289929,43.289929, ,2,MH+822.501390-Scan#9623
429.735962,Positive,38.337046,43.337046, ,2,MH+858.464647-Scan#9648
478.801147,Positive,38.364290,43.364290, ,2,MH+956.595018-Scan#9664
602.306824,Positive,38.427102,43.427102, ,2,MH+1203.606371-Scan#9696
411.208893,Positive,38.434196,43.434196, ,2,MH+821.410509-Scan#9701
533.291199,Positive,38.459383,43.459383, ,3,MH+1597.859043-Scan#9711
579.826660,Positive,38.477816,43.477816, ,2,MH+1158.646044-Scan#9721
408.233490,Positive,38.494483,43.494483, ,2,MH+815.459703-Scan#9730
440.727631,Positive,38.498845,43.498845, ,2,MH+880.447985-Scan#9733
548.275085,Positive,38.520549,43.520549, ,3,MH+1642.810703-Scan#9744
571.811707,Positive,38.525124,43.525124, ,2,MH+1142.616136-Scan#9747
450.752289,Positive,38.550301,43.550301, ,2,MH+900.497301-Scan#9757
470.744110,Positive,38.646637,43.646637, ,2,MH+940.480944-Scan#9800
458.762299,Positive,38.690861,43.690861, ,2,MH+916.517321-Scan#9822
401.727264,Positive,38.710969,43.710969, ,2,MH+802.447252-Scan#9832
666.834473,Positive,38.723430,43.723430, ,2,MH+1332.661669-Scan#9838
585.634827,Positive,38.786590,43.786590, ,3,MH+1754.889927-Scan#9871
725.898499,Positive,38.810721,43.810721, ,2,MH+1450.789720-Scan#9883
506.728333,Positive,38.861832,43.861832, ,2,MH+1012.449388-Scan#9908
518.322632,Positive,38.965899,43.965899, ,2,MH+1035.637987-Scan#9964
620.818237,Positive,38.979395,43.979395, ,2,MH+1240.629198-Scan#9971
949.414734,Positive,38.993314,43.993314, ,2,MH+1897.822191-Scan#9977
562.264832,Positive,38.996380,43.996380, ,3,MH+1684.779941-Scan#9979
718.902039,Positive,39.010362,44.010362, ,2,MH+1436.796801-Scan#9986
444.266998,Positive,39.034979,44.034979, ,2,MH+887.526720-Scan#9998
431.573914,Positive,39.099784,44.099784, ,3,MH+1292.707187-Scan#10032
661.857117,Positive,39.136766,44.136766, ,2,MH+1322.706957-Scan#10050
463.261810,Positive,39.144176,44.144176, ,2,MH+925.516344-Scan#10055
478.941223,Positive,39.238898,44.238898, ,3,MH+1434.809116-Scan#10105
420.201935,Positive,39.241665,44.241665, ,2,MH+839.396593-Scan#10107
558.803101,Positive,39.276719,44.276719, ,2,MH+1116.598925-Scan#10126
437.893433,Positive,39.292219,44.292219, ,3,MH+1311.665745-Scan#10132
630.325378,Positive,39.295304,44.295304, ,2,MH+1259.643480-Scan#10134
590.326599,Positive,39.296846,44.296846, ,2,MH+1179.645922-Scan#10135
526.776428,Positive,39.313879,44.313879, ,2,MH+1052.545580-Scan#10144
425.266052,Positive,39.395358,44.395358, ,2,MH+849.524828-Scan#10187
554.273804,Positive,39.412593,44.412593, ,2,MH+1107.540331-Scan#10194
929.945984,Positive,39.429547,44.429547, ,2,MH+1858.884691-Scan#10202
587.823425,Positive,39.431079,44.431079, ,2,MH+1174.639574-Scan#10203
458.748535,Positive,39.436912,44.436912, ,2,MH+916.489794-Scan#10207
506.280792,Positive,39.482974,44.482974, ,2,MH+1011.554308-Scan#10231
430.251373,Positive,39.489310,44.489310, ,2,MH+859.495470-Scan#10233
778.394958,Positive,39.596567,44.596567, ,2,MH+1555.782640-Scan#10289
546.781555,Positive,39.704029,44.704029, ,2,MH+1092.555834-Scan#10342
768.660400,Positive,39.708621,44.708621, ,3,MH+2303.966648-Scan#10345
445.908569,Positive,39.724088,44.724088, ,3,MH+1335.711155-Scan#10353
539.950684,Positive,39.742160,44.742160, ,3,MH+1617.837498-Scan#10363
632.940491,Positive,39.749144,44.749144, ,3,MH+1896.806919-Scan#10368
699.889648,Positive,39.769523,44.769523, ,2,MH+1398.772020-Scan#10377
420.232727,Positive,39.784260,44.784260, ,2,MH+839.458177-Scan#10385
955.992920,Positive,39.804444,44.804444, ,2,MH+1910.978563-Scan#10396
553.792847,Positive,39.812221,44.812221, ,2,MH+1106.578417-Scan#10399
453.244781,Positive,39.868797,44.868797, ,2,MH+905.482286-Scan#10428
401.745941,Positive,39.874466,44.874466, ,2,MH+802.484606-Scan#10431
643.346130,Positive,39.902620,44.902620, ,2,MH+1285.684984-Scan#10445
580.324829,Positive,39.984447,44.984447, ,2,MH+1159.642382-Scan#10486
570.819824,Positive,40.003636,45.003636, ,2,MH+1140.632372-Scan#10496
560.293274,Positive,40.045562,45.045562, ,2,MH+1119.579271-Scan#10514
681.336426,Positive,40.124023,45.124023, ,2,MH+1361.665575-Scan#10552
495.245544,Positive,40.129886,45.129886, ,4,MH+1977.960348-Scan#10556
472.272919,Positive,40.131378,45.131378, ,2,MH+943.538561-Scan#10557
588.795166,Positive,40.250321,45.250321, ,2,MH+1176.583055-Scan#10610
450.969055,Positive,40.314685,45.314685, ,4,MH+1800.854391-Scan#10643
469.736176,Positive,40.339429,45.339429, ,2,MH+938.465074-Scan#10655
548.297668,Positive,40.348648,45.348648, ,2,MH+1095.588060-Scan#10661
597.341064,Positive,40.365710,45.365710, ,2,MH+1193.674852-Scan#10670
412.216553,Positive,40.370001,45.370001, ,2,MH+823.425829-Scan#10673
680.855530,Positive,40.457082,45.457082, ,2,MH+1360.703783-Scan#10720
451.256317,Positive,40.544805,45.544805, ,2,MH+901.505358-Scan#10765
836.924683,Positive,40.556755,45.556755, ,2,MH+1672.842089-Scan#10771
558.285583,Positive,40.579759,45.579759, ,3,MH+1672.842197-Scan#10782
856.940063,Positive,40.591796,45.591796, ,2,MH+1712.872850-Scan#10790
425.722382,Positive,40.640438,45.640438, ,2,MH+850.437487-Scan#10816
520.770325,Positive,40.687673,45.687673, ,2,MH+1040.533373-Scan#10843
526.278198,Positive,40.705198,45.705198, ,2,MH+1051.549120-Scan#10853
648.878113,Positive,40.715792,45.715792, ,2,MH+1296.748949-Scan#10858
626.646667,Positive,40.720444,45.720444, ,3,MH+1877.925449-Scan#10861
609.315186,Positive,40.763416,45.763416, ,2,MH+1217.623094-Scan#10883
488.773010,Positive,40.783660,45.783660, ,4,MH+1952.070211-Scan#10894
494.923859,Positive,40.819652,45.819652, ,3,MH+1482.757023-Scan#10911
417.229004,Positive,40.830316,45.830316, ,2,MH+833.450731-Scan#10918
711.823730,Positive,40.920379,45.920379, ,2,MH+1422.640184-Scan#10965
618.825623,Positive,41.007167,46.007167, ,2,MH+1236.643968-Scan#11011
941.433899,Positive,41.019686,46.019686, ,2,MH+1881.860521-Scan#11017
636.830200,Positive,41.072893,46.072893, ,2,MH+1272.653124-Scan#11042
451.244629,Positive,41.123309,46.123309, ,2,MH+901.481981-Scan#11072
563.617249,Positive,41.138840,46.138840, ,3,MH+1688.837192-Scan#11080
401.729858,Positive,41.388501,46.388501, ,2,MH+802.452440-Scan#11205
528.600647,Positive,41.424086,46.424086, ,3,MH+1583.787388-Scan#11222
487.289642,Positive,41.453017,46.453017, ,2,MH+973.572008-Scan#11239
420.233154,Positive,41.478338,46.478338, ,2,MH+839.459032-Scan#11252
508.572327,Positive,41.589979,46.589979, ,3,MH+1523.702427-Scan#11309
731.386292,Positive,41.626440,46.626440, ,2,MH+1461.765306-Scan#11329
488.767426,Positive,41.682762,46.682762, ,2,MH+976.527574-Scan#11355
462.897217,Positive,41.700825,46.700825, ,3,MH+1386.677097-Scan#11365
792.400757,Positive,41.711750,46.711750, ,2,MH+1583.794237-Scan#11370
572.784729,Positive,41.739276,46.739276, ,2,MH+1144.562181-Scan#11384
428.770447,Positive,41.963267,46.963267, ,2,MH+856.533617-Scan#11504
493.262451,Positive,41.969574,46.969574, ,2,MH+985.517626-Scan#11506
540.959900,Positive,41.986684,46.986684, ,3,MH+1620.865146-Scan#11515
416.222351,Positive,41.995789,46.995789, ,3,MH+1246.652500-Scan#11519
658.848816,Positive,41.998588,46.998588, ,2,MH+1316.690355-Scan#11521
742.361145,Positive,42.024621,47.024621, ,2,MH+1483.715013-Scan#11536
525.797546,Positive,42.047365,47.047365, ,2,MH+1050.587816-Scan#11549
455.781311,Positive,42.076125,47.076125, ,2,MH+910.555345-Scan#11564
586.283264,Positive,42.086642,47.086642, ,2,MH+1171.559252-Scan#11571
556.332092,Positive,42.420407,47.420407, ,2,MH+1111.656908-Scan#11728
486.952637,Positive,42.495251,47.495251, ,3,MH+1458.843357-Scan#11761
615.787659,Positive,42.547721,47.547721, ,2,MH+1230.568041-Scan#11788
493.736786,Positive,42.621404,47.621404, ,2,MH+986.466295-Scan#11828
681.384888,Positive,42.668174,47.668174, ,2,MH+1361.762499-Scan#11853
528.757568,Positive,42.696102,47.696102, ,2,MH+1056.507860-Scan#11867
412.276367,Positive,42.701899,47.701899, ,2,MH+823.545458-Scan#11871
446.580414,Positive,42.761714,47.761714, ,3,MH+1337.726688-Scan#11902
565.797668,Positive,42.778791,47.778791, ,2,MH+1130.588060-Scan#11911
522.299821,Positive,42.865198,47.865198, ,3,MH+1564.884910-Scan#11960
767.902527,Positive,42.965832,47.965832, ,2,MH+1534.797777-Scan#12014
832.918152,Positive,42.967392,47.967392, ,2,MH+1664.829027-Scan#12015
598.840881,Positive,42.995383,47.995383, ,2,MH+1196.674486-Scan#12031
455.319672,Positive,43.009383,48.009383, ,2,MH+909.632067-Scan#12038
515.252563,Positive,43.029289,48.029289, ,2,MH+1029.497850-Scan#12049
545.293396,Positive,43.052108,48.052108, ,3,MH+1633.865635-Scan#12062
488.940979,Positive,43.081415,48.081415, ,3,MH+1464.808384-Scan#12077
594.629822,Positive,43.092129,48.092129, ,3,MH+1781.874912-Scan#12084
496.777740,Positive,43.102487,48.102487, ,2,MH+992.548204-Scan#12089
611.338013,Positive,43.111464,48.111464, ,2,MH+1221.668749-Scan#12095
684.381653,Positive,43.129562,48.129562, ,2,MH+1367.756029-Scan#12105
622.620117,Positive,43.132633,48.132633, ,3,MH+1865.845798-Scan#12107
649.328430,Positive,43.187297,48.187297, ,2,MH+1297.649584-Scan#12137
557.340210,Positive,43.191893,48.191893, ,2,MH+1113.673143-Scan#12140
533.807617,Positive,43.193418,48.193418, ,2,MH+1066.607958-Scan#12141
745.428650,Positive,43.344123,48.344123, ,2,MH+1489.850023-Scan#12221
