1129 903 -2 1 -0.0333333 0.0333333
1129 905 -2 1 -0.0333333 -0.233333
1129 905 -2 1 -0.0333333 -0.233333
1129 905 -2 1 -0.0333333 -0.233333
1129 916 -2 1 -0.0333333 0.3
1129 918 -2 1 0.1 0.0333333
1129 919 -2 1 0.1 -0.1
1129 920 -2 1 0.1 -0.233333
1129 920 -2 1 0.1 -0.233333
1129 921 -2 1 0.1 -0.366667
1129 933 -2 1 0.233333 0.0333333
1129 934 -2 1 0.233333 -0.1
1129 945 -2 1 0.233333 0.433333
1129 946 -2 1 0.233333 0.3
1129 946 -2 1 0.233333 0.3
1129 946 -2 1 0.233333 0.3
1129 947 -2 1 0.233333 0.166667
1129 948 -2 1 0.366667 0.0333333
1129 948 -2 1 0.366667 0.0333333
1129 949 -2 1 0.366667 -0.1
1129 950 -2 1 0.366667 -0.233333
1129 1083 -2 1 -0.433333 0.0333333
1129 1083 -2 1 -0.433333 0.0333333
1129 1084 -2 1 -0.433333 -0.1
1129 1098 -2 1 -0.3 0.0333333
1129 1099 -2 1 -0.3 -0.1
1129 1100 -2 1 -0.3 -0.233333
1129 1113 -2 1 -0.166667 0.0333333
1129 1115 -2 1 -0.166667 -0.233333
1129 1116 -2 1 -0.166667 -0.366667
1129 1126 -2 1 -0.166667 0.3
1130 903 -2 1 -0.0333333 0.233333
1130 904 -2 1 -0.0333333 0.1
1130 904 -2 1 -0.0333333 0.1
1130 904 -2 1 -0.0333333 0.1
1130 905 -2 1 -0.0333333 -0.0333333
1130 905 -2 1 -0.0333333 -0.0333333
1130 918 -2 1 0.1 0.233333
1130 918 -2 1 0.1 0.233333
1130 918 -2 1 0.1 0.233333
1130 919 -2 1 0.1 0.1
1130 919 -2 1 0.1 0.1
1130 920 -2 1 0.1 -0.0333333
1130 920 -2 1 0.1 -0.0333333
1130 921 -2 1 0.1 -0.166667
1130 921 -2 1 0.1 -0.166667
1130 921 -2 1 0.1 -0.166667
1130 922 -2 1 0.1 -0.3
1130 932 -2 1 0.1 0.366667
1130 933 -2 1 0.233333 0.233333
1130 934 -2 1 0.233333 0.1
1130 935 -2 1 0.233333 -0.0333333
1130 936 -2 1 0.233333 -0.166667
1130 937 -2 1 0.233333 -0.3
1130 947 -2 1 0.233333 0.366667
1130 1086 -2 1 -0.433333 -0.166667
1130 1101 -2 1 -0.3 -0.166667
1130 1102 -2 1 -0.3 -0.3
1130 1114 -2 1 -0.166667 0.1
1130 1118 -2 1 -0.166667 -0.433333
1131 903 -2 1 -0.0333333 0.433333
1131 904 -2 1 -0.0333333 0.3
1131 904 -2 1 -0.0333333 0.3
1131 906 -2 1 -0.0333333 0.0333333
1131 906 -2 1 -0.0333333 0.0333333
1131 906 -2 1 -0.0333333 0.0333333
1131 907 -2 1 -0.0333333 -0.1
1131 908 -2 1 -0.0333333 -0.233333
1131 909 -2 1 -0.0333333 -0.366667
1131 909 -2 1 -0.0333333 -0.366667
1131 909 -2 1 -0.0333333 -0.366667
1131 921 -2 1 0.1 0.0333333
1131 923 -2 1 0.1 -0.233333
1131 923 -2 1 0.1 -0.233333
1131 936 -2 1 0.233333 0.0333333
1131 937 -2 1 0.233333 -0.1
1131 937 -2 1 0.233333 -0.1
1131 938 -2 1 0.233333 -0.233333
1131 951 -2 1 0.366667 0.0333333
1131 952 -2 1 0.366667 -0.1
1131 1101 -2 1 -0.3 0.0333333
1131 1104 -2 1 -0.3 -0.366667
1131 1114 -2 1 -0.166667 0.3
1131 1115 -2 1 -0.166667 0.166667
1131 1116 -2 1 -0.166667 0.0333333
1131 1116 -2 1 -0.166667 0.0333333
1131 1116 -2 1 -0.166667 0.0333333
1131 1117 -2 1 -0.166667 -0.1
1131 1117 -2 1 -0.166667 -0.1
1131 1119 -2 1 -0.166667 -0.366667
1132 905 -2 1 -0.0333333 0.366667
1132 908 -2 1 -0.0333333 -0.0333333
1132 910 -2 1 -0.0333333 -0.3
1132 911 -2 1 -0.0333333 -0.433333
1132 921 -2 1 0.1 0.233333
1132 922 -2 1 0.1 0.1
1132 936 -2 1 0.233333 0.233333
1132 938 -2 1 0.233333 -0.0333333
1132 938 -2 1 0.233333 -0.0333333
1132 939 -2 1 0.233333 -0.166667
1132 939 -2 1 0.233333 -0.166667
1132 939 -2 1 0.233333 -0.166667
1132 1086 -2 1 -0.433333 0.233333
1132 1102 -2 1 -0.3 0.1
1132 1104 -2 1 -0.3 -0.166667
1132 1105 -2 1 -0.3 -0.3
1132 1115 -2 1 -0.166667 0.366667
1132 1116 -2 1 -0.166667 0.233333
1132 1117 -2 1 -0.166667 0.1
1132 1118 -2 1 -0.166667 -0.0333333
1132 1118 -2 1 -0.166667 -0.0333333
1132 1118 -2 1 -0.166667 -0.0333333
1132 1120 -2 1 -0.166667 -0.3
1132 1120 -2 1 -0.166667 -0.3
1133 907 -2 1 -0.0333333 0.3
1133 908 -2 1 -0.0333333 0.166667
1133 909 -2 1 -0.0333333 0.0333333
1133 909 -2 1 -0.0333333 0.0333333
1133 909 -2 1 -0.0333333 0.0333333
