28812	0 5 1 2 1 	10.000	-60.000	108.930	2.228	
28813	0 5 1 2 2 	10.000	-60.000	117.765	2.695	
28825	0 5 2 2 1 	10.000	-60.000	94.243	5.625	
28826	0 5 2 2 2 	10.000	-60.000	100.902	1.293	
28838	0 5 3 2 1 	10.000	-60.000	148.621	4.998	
28839	0 5 3 2 2 	10.000	-60.000	111.846	3.189	
28851	0 5 4 2 1 	10.000	-60.000	140.714	3.980	
28852	0 5 4 2 2 	10.000	-60.000	130.855	2.953	
28864	0 5 5 2 1 	10.000	-60.000	140.241	3.581	
28865	0 5 5 2 2 	10.000	-60.000	151.861	4.685	
28877	0 5 6 2 1 	10.000	-60.000	143.433	0.750	
28878	0 5 6 2 2 	10.000	-60.000	135.421	1.970	
28890	0 5 7 2 1 	10.000	-60.000	223.506	4.057	
28891	0 5 7 2 2 	10.000	-60.000	149.168	2.180	
28903	0 5 8 2 1 	10.000	-60.000	156.591	1.009	
28904	0 5 8 2 2 	10.000	-60.000	141.578	2.416	
28916	0 5 9 2 1 	10.000	-60.000	165.084	0.776	
28917	0 5 9 2 2 	10.000	-60.000	106.253	0.750	
28929	0 5 10 2 1 	10.000	-60.000	145.481	0.259	
28930	0 5 10 2 2 	10.000	-60.000	119.919	0.000	
28942	0 5 11 2 1 	10.000	-60.000	110.386	0.259	
28943	0 5 11 2 2 	10.000	-60.000	111.740	0.750	
28955	0 5 12 2 1 	10.000	-60.000	97.147	0.000	
28956	0 5 12 2 2 	10.000	-60.000	88.492	0.259	
28968	0 5 13 2 1 	10.000	-60.000	70.648	0.776	
28969	0 5 13 2 2 	10.000	-60.000	78.487	0.259	
28981	0 5 14 2 1 	10.000	-60.000	81.494	0.000	
28982	0 5 14 2 2 	10.000	-60.000	78.335	0.259	
28994	0 5 15 2 1 	10.000	-60.000	66.003	0.000	
28995	0 5 15 2 2 	10.000	-60.000	50.434	0.000	
29007	0 5 16 2 1 	10.000	-60.000	64.050	0.776	
29008	0 5 16 2 2 	10.000	-60.000	84.941	0.000	
29020	0 5 17 2 1 	10.000	-60.000	38.604	0.000	
29021	0 5 17 2 2 	10.000	-60.000	48.916	0.000	
29033	0 5 18 2 1 	10.000	-60.000	54.419	0.517	
29034	0 5 18 2 2 	10.000	-60.000	40.271	0.517	
29046	0 5 19 2 1 	10.000	-60.000	42.312	0.259	
29047	0 5 19 2 2 	10.000	-60.000	43.754	1.009	
29059	0 5 20 2 1 	10.000	-60.000	34.175	0.517	
29060	0 5 20 2 2 	10.000	-60.000	22.829	0.750	
29072	0 5 21 2 1 	10.000	-60.000	30.823	1.970	
29073	0 5 21 2 2 	10.000	-60.000	42.623	0.000	
29085	0 5 22 2 1 	10.000	-60.000	23.313	0.259	
29086	0 5 22 2 2 	10.000	-60.000	51.258	0.750	
29098	0 5 23 2 1 	10.000	-60.000	46.827	0.259	
29099	0 5 23 2 2 	10.000	-60.000	49.217	0.259	
29111	0 5 24 2 1 	10.000	-60.000	55.474	1.219	
29112	0 5 24 2 2 	10.000	-60.000	38.024	0.000	
29124	0 5 25 2 1 	10.000	-60.000	28.830	0.000	
29125	0 5 25 2 2 	10.000	-60.000	46.181	0.259	
29137	0 5 26 2 1 	10.000	-60.000	33.850	0.492	
29138	0 5 26 2 2 	10.000	-60.000	17.274	0.984	
29150	0 5 27 2 1 	10.000	-60.000	39.479	0.750	
29151	0 5 27 2 2 	10.000	-60.000	33.413	0.000	
29163	0 5 28 2 1 	10.000	-60.000	34.906	0.492	
29164	0 5 28 2 2 	10.000	-60.000	47.920	0.517	
29176	0 5 29 2 1 	10.000	-60.000	70.839	1.476	
29177	0 5 29 2 2 	10.000	-60.000	53.277	0.259	
29189	0 5 30 2 1 	10.000	-60.000	82.455	0.776	
29190	0 5 30 2 2 	10.000	-60.000	51.754	0.000	
29202	0 5 31 2 1 	10.000	-60.000	72.013	0.750	
29203	0 5 31 2 2 	10.000	-60.000	97.648	1.711	
29215	0 5 32 2 1 	10.000	-60.000	80.000	0.492	
29216	0 5 32 2 2 	10.000	-60.000	108.842	0.776	
29228	0 5 33 2 1 	10.000	-60.000	104.762	1.452	
29229	0 5 33 2 2 	10.000	-60.000	150.023	1.452	
29241	0 5 34 2 1 	10.000	-60.000	131.537	0.000	
29242	0 5 34 2 2 	10.000	-60.000	117.028	1.009	
29254	0 5 35 2 1 	10.000	-60.000	104.529	0.517	
29255	0 5 35 2 2 	10.000	-60.000	108.349	1.034	
29267	0 5 36 2 1 	10.000	-60.000	73.929	0.750	
29268	0 5 36 2 2 	10.000	-60.000	143.278	1.785	
29280	0 5 37 2 1 	10.000	-60.000	114.259	0.776	
29281	0 5 37 2 2 	10.000	-60.000	137.563	1.785	
29293	0 5 38 2 1 	10.000	-60.000	114.655	3.496	
29294	0 5 38 2 2 	10.000	-60.000	96.577	2.416	
29306	0 5 39 2 1 	10.000	-60.000	139.832	2.650	
29307	0 5 39 2 2 	10.000	-60.000	135.639	1.009	
29319	0 5 40 2 1 	10.000	-60.000	118.416	4.310	
29320	0 5 40 2 2 	10.000	-60.000	124.246	2.438	
29332	0 5 41 2 1 	10.000	-60.000	135.439	1.034	
29333	0 5 41 2 2 	10.000	-60.000	160.396	1.293	
29345	0 5 42 2 1 	10.000	-60.000	134.125	3.610	
29346	0 5 42 2 2 	10.000	-60.000	129.947	1.834	
29358	0 5 43 2 1 	10.000	-60.000	106.430	1.970	
29359	0 5 43 2 2 	10.000	-60.000	163.246	2.251	
29371	0 5 44 2 1 	10.000	-60.000	160.226	2.277	
29372	0 5 44 2 2 	10.000	-60.000	172.404	1.711	
29384	0 5 45 2 1 	10.000	-60.000	187.006	1.711	
29385	0 5 45 2 2 	10.000	-60.000	162.922	1.711	
29397	0 5 46 2 1 	10.000	-60.000	163.685	2.158	
29398	0 5 46 2 2 	10.000	-60.000	194.637	1.970	
29410	0 5 47 2 1 	10.000	-60.000	180.236	0.259	
29411	0 5 47 2 2 	10.000	-60.000	129.218	1.711	
29423	0 5 48 2 1 	10.000	-60.000	124.604	0.492	
29424	0 5 48 2 2 	10.000	-60.000	145.876	1.219	
29436	0 5 49 2 1 	10.000	-60.000	162.519	0.259	
29437	0 5 49 2 2 	10.000	-60.000	171.512	0.517	
29449	0 5 50 2 1 	10.000	-60.000	148.284	0.702	
29450	0 5 50 2 2 	10.000	-60.000	155.573	0.492	
29462	0 5 51 2 1 	10.000	-60.000	113.871	0.259	
29463	0 5 51 2 2 	10.000	-60.000	93.305	0.000	
29475	0 5 52 2 1 	10.000	-60.000	88.698	0.000	
29476	0 5 52 2 2 	10.000	-60.000	154.702	0.259	
29488	0 5 53 2 1 	10.000	-60.000	114.968	0.259	
29489	0 5 53 2 2 	10.000	-60.000	93.437	0.750	
29501	0 5 54 2 1 	10.000	-60.000	94.911	0.000	
29502	0 5 54 2 2 	10.000	-60.000	76.717	0.517	
29514	0 5 55 2 1 	10.000	-60.000	88.542	0.517	
29515	0 5 55 2 2 	10.000	-60.000	69.474	0.259	
29527	0 5 56 2 1 	10.000	-60.000	67.705	0.000	
29528	0 5 56 2 2 	10.000	-60.000	99.174	0.259	
29540	0 5 57 2 1 	10.000	-60.000	57.338	0.000	
29541	0 5 57 2 2 	10.000	-60.000	93.822	0.259	
29553	0 5 58 2 1 	10.000	-60.000	54.265	0.000	
29554	0 5 58 2 2 	10.000	-60.000	49.622	0.259	
29566	0 5 59 2 1 	10.000	-60.000	50.977	0.259	
29567	0 5 59 2 2 	10.000	-60.000	42.433	0.259	
29579	0 5 60 2 1 	10.000	-60.000	55.592	0.259	
29580	0 5 60 2 2 	10.000	-60.000	49.595	0.492	
29592	0 5 61 2 1 	10.000	-60.000	49.327	0.000	
29593	0 5 61 2 2 	10.000	-60.000	40.604	0.259	
29605	0 5 62 2 1 	10.000	-60.000	64.312	0.259	
29606	0 5 62 2 2 	10.000	-60.000	44.356	1.476	
29618	0 5 63 2 1 	10.000	-60.000	49.752	0.000	
29619	0 5 63 2 2 	10.000	-60.000	60.092	0.000	
29631	0 5 64 2 1 	10.000	-60.000	57.125	0.000	
29632	0 5 64 2 2 	10.000	-60.000	79.896	0.000	
29644	0 5 65 2 1 	10.000	-60.000	70.299	0.492	
29645	0 5 65 2 2 	10.000	-60.000	81.620	0.259	
29657	0 5 66 2 1 	10.000	-60.000	63.380	0.492	
29658	0 5 66 2 2 	10.000	-60.000	91.227	0.000	
29670	0 5 67 2 1 	10.000	-60.000	75.064	0.000	
29671	0 5 67 2 2 	10.000	-60.000	60.004	0.259	
29683	0 5 68 2 1 	10.000	-60.000	71.180	0.000	
29684	0 5 68 2 2 	10.000	-60.000	45.916	0.000	
29696	0 5 69 2 1 	10.000	-60.000	85.160	0.259	
29697	0 5 69 2 2 	10.000	-60.000	76.151	0.492	
29709	0 5 70 2 1 	10.000	-60.000	98.794	0.000	
29710	0 5 70 2 2 	10.000	-60.000	76.648	0.259	
29722	0 5 71 2 1 	10.000	-60.000	135.319	0.517	
29723	0 5 71 2 2 	10.000	-60.000	103.329	0.492	
29735	0 5 72 2 1 	10.000	-60.000	121.245	1.501	
29736	0 5 72 2 2 	10.000	-60.000	143.090	0.492	
29748	0 5 73 2 1 	10.000	-60.000	104.285	1.268	
29749	0 5 73 2 2 	10.000	-60.000	174.044	0.750	
29761	0 5 74 2 1 	10.000	-60.000	154.379	1.760	
29762	0 5 74 2 2 	10.000	-60.000	128.395	0.000	
29774	0 5 75 2 1 	10.000	-60.000	131.015	0.492	
29775	0 5 75 2 2 	10.000	-60.000	155.978	2.438	
29787	0 5 76 2 1 	10.000	-60.000	146.655	0.750	
29788	0 5 76 2 2 	10.000	-60.000	156.439	0.984	
29800	0 5 77 2 1 	10.000	-60.000	198.255	0.776	
29801	0 5 77 2 2 	10.000	-60.000	152.191	1.268	
29813	0 5 78 2 1 	10.000	-60.000	148.122	1.501	
29814	0 5 78 2 2 	10.000	-60.000	138.422	1.034	
29826	0 5 79 2 1 	10.000	-60.000	145.981	1.993	
29827	0 5 79 2 2 	10.000	-60.000	129.191	1.268	
