8011	0 4 1 2 1 	10.000	-60.000	108.125	2.180	
8012	0 4 1 2 2 	10.000	-60.000	80.765	4.800	
8024	0 4 2 2 1 	10.000	-60.000	153.309	2.343	
8025	0 4 2 2 2 	10.000	-60.000	133.679	3.684	
8037	0 4 3 2 1 	10.000	-60.000	106.768	4.902	
8038	0 4 3 2 2 	10.000	-60.000	102.717	3.070	
8050	0 4 4 2 1 	10.000	-60.000	105.296	2.461	
8051	0 4 4 2 2 	10.000	-60.000	125.771	3.425	
8063	0 4 5 2 1 	10.000	-60.000	112.639	1.760	
8064	0 4 5 2 2 	10.000	-60.000	104.311	1.921	
8076	0 4 6 2 1 	10.000	-60.000	126.114	3.281	
8077	0 4 6 2 2 	10.000	-60.000	116.540	1.970	
8089	0 4 7 2 1 	10.000	-60.000	145.254	1.641	
8090	0 4 7 2 2 	10.000	-60.000	142.410	1.760	
8102	0 4 8 2 1 	10.000	-60.000	119.871	1.242	
8103	0 4 8 2 2 	10.000	-60.000	152.950	1.576	
8115	0 4 9 2 1 	10.000	-60.000	179.771	2.366	
8116	0 4 9 2 2 	10.000	-60.000	136.062	2.391	
8128	0 4 10 2 1 	10.000	-60.000	119.917	1.034	
8129	0 4 10 2 2 	10.000	-60.000	96.423	1.293	
8141	0 4 11 2 1 	10.000	-60.000	115.179	1.009	
8142	0 4 11 2 2 	10.000	-60.000	74.936	0.259	
8154	0 4 12 2 1 	10.000	-60.000	73.847	0.259	
8155	0 4 12 2 2 	10.000	-60.000	96.156	0.517	
8167	0 4 13 2 1 	10.000	-60.000	85.771	0.492	
8168	0 4 13 2 2 	10.000	-60.000	80.676	0.776	
8180	0 4 14 2 1 	10.000	-60.000	62.693	0.000	
8181	0 4 14 2 2 	10.000	-60.000	92.839	0.259	
8193	0 4 15 2 1 	10.000	-60.000	93.947	0.259	
8194	0 4 15 2 2 	10.000	-60.000	64.294	0.000	
8206	0 4 16 2 1 	10.000	-60.000	82.730	0.517	
8207	0 4 16 2 2 	10.000	-60.000	73.000	0.000	
