5	0.500	-70.000	0.000	0.000	
5	1.000	-70.000	0.000	0.000	
5	1.500	-70.000	0.000	0.000	
5	2.000	-70.000	0.000	0.000	
5	2.500	-70.000	0.000	0.000	
5	3.000	-70.000	0.000	0.000	
5	3.500	-70.000	0.000	0.000	
5	4.000	-70.000	0.000	0.000	
5	4.500	-70.000	0.000	0.000	
5	5.000	-70.000	0.000	0.000	
5	5.500	-70.000	0.000	0.000	
5	6.000	-70.000	0.000	0.000	
5	6.500	-70.000	0.000	0.000	
5	7.000	-70.000	0.000	0.000	
5	7.500	-70.000	0.000	0.000	
5	8.000	-70.000	0.000	0.000	
5	8.500	-70.000	0.000	0.000	
5	9.000	-70.000	0.000	0.000	
5	9.500	-70.000	0.000	0.000	
5	10.000	-70.000	0.000	0.000	
5	10.500	-70.000	0.000	0.000	
5	11.000	-70.000	0.000	0.000	
5	11.500	-69.893	0.558	0.000	
5	12.000	-69.860	0.092	0.000	
5	12.500	-69.859	0.011	0.000	
5	13.000	-69.863	0.001	0.000	
5	13.500	-69.868	0.000	0.000	
5	14.000	-69.872	0.000	0.000	
5	14.500	-69.876	0.000	0.000	
5	15.000	-69.880	0.000	0.000	
5	15.500	-69.884	0.000	0.000	
5	16.000	-69.888	0.000	0.000	
5	16.500	-69.892	0.000	0.000	
5	17.000	-69.895	0.000	0.000	
5	17.500	-69.899	0.000	0.000	
5	18.000	-69.902	0.000	0.000	
5	18.500	-69.905	0.000	0.000	
5	19.000	-69.908	0.000	0.000	
5	19.500	-69.911	0.000	0.000	
5	20.000	-69.914	0.000	0.000	
5	20.500	-69.917	0.000	0.000	
5	21.000	-69.920	0.000	0.000	
5	21.500	-69.922	0.000	0.000	
5	22.000	-69.925	0.000	0.000	
5	22.500	-69.927	0.000	0.000	
5	23.000	-69.930	0.000	0.000	
5	23.500	-69.932	0.000	0.000	
5	24.000	-69.934	0.000	0.000	
5	24.500	-69.936	0.000	0.000	
5	25.000	-69.939	0.000	0.000	
5	25.500	-69.941	0.000	0.000	
5	26.000	-69.943	0.000	0.000	
5	26.500	-69.944	0.000	0.000	
5	27.000	-69.946	0.000	0.000	
5	27.500	-69.948	0.000	0.000	
5	28.000	-69.950	0.000	0.000	
5	28.500	-69.951	0.000	0.000	
5	29.000	-69.953	0.000	0.000	
5	29.500	-69.954	0.000	0.000	
5	30.000	-69.956	0.000	0.000	
5	30.500	-69.957	0.000	0.000	
5	31.000	-69.959	0.000	0.000	
5	31.500	-69.854	0.558	0.000	
5	32.000	-69.822	0.092	0.000	
5	32.500	-69.822	0.011	0.000	
5	33.000	-69.827	0.001	0.000	
5	33.500	-69.833	0.000	0.000	
5	34.000	-69.838	0.000	0.000	
5	34.500	-69.844	0.000	0.000	
5	35.000	-69.849	0.000	0.000	
5	35.500	-69.854	0.000	0.000	
5	36.000	-69.859	0.000	0.000	
5	36.500	-69.863	0.000	0.000	
5	37.000	-69.868	0.000	0.000	
5	37.500	-69.872	0.000	0.000	
5	38.000	-69.876	0.000	0.000	
5	38.500	-69.880	0.000	0.000	
5	39.000	-69.884	0.000	0.000	
5	39.500	-69.888	0.000	0.000	
5	40.000	-69.892	0.000	0.000	
5	40.500	-69.895	0.000	0.000	
5	41.000	-69.899	0.000	0.000	
5	41.500	-69.902	0.000	0.000	
5	42.000	-69.905	0.000	0.000	
5	42.500	-69.908	0.000	0.000	
5	43.000	-69.911	0.000	0.000	
5	43.500	-69.914	0.000	0.000	
5	44.000	-69.917	0.000	0.000	
5	44.500	-69.920	0.000	0.000	
5	45.000	-69.922	0.000	0.000	
5	45.500	-69.925	0.000	0.000	
5	46.000	-69.927	0.000	0.000	
5	46.500	-69.930	0.000	0.000	
5	47.000	-69.932	0.000	0.000	
5	47.500	-69.934	0.000	0.000	
5	48.000	-69.936	0.000	0.000	
5	48.500	-69.939	0.000	0.000	
5	49.000	-69.941	0.000	0.000	
5	49.500	-69.943	0.000	0.000	
5	50.000	-69.944	0.000	0.000	
5	50.500	-69.946	0.000	0.000	
5	51.000	-69.948	0.000	0.000	
5	51.500	-69.843	0.558	0.000	
5	52.000	-69.812	0.092	0.000	
5	52.500	-69.812	0.011	0.000	
5	53.000	-69.818	0.001	0.000	
5	53.500	-69.824	0.000	0.000	
5	54.000	-69.830	0.000	0.000	
5	54.500	-69.835	0.000	0.000	
5	55.000	-69.841	0.000	0.000	
5	55.500	-69.846	0.000	0.000	
5	56.000	-69.851	0.000	0.000	
5	56.500	-69.856	0.000	0.000	
5	57.000	-69.861	0.000	0.000	
5	57.500	-69.865	0.000	0.000	
5	58.000	-69.870	0.000	0.000	
5	58.500	-69.874	0.000	0.000	
5	59.000	-69.878	0.000	0.000	
5	59.500	-69.882	0.000	0.000	
5	60.000	-69.886	0.000	0.000	
5	60.500	-69.890	0.000	0.000	
5	61.000	-69.893	0.000	0.000	
5	61.500	-69.897	0.000	0.000	
5	62.000	-69.900	0.000	0.000	
5	62.500	-69.903	0.000	0.000	
5	63.000	-69.907	0.000	0.000	
5	63.500	-69.910	0.000	0.000	
5	64.000	-69.913	0.000	0.000	
5	64.500	-69.915	0.000	0.000	
5	65.000	-69.918	0.000	0.000	
5	65.500	-69.921	0.000	0.000	
5	66.000	-69.923	0.000	0.000	
5	66.500	-69.926	0.000	0.000	
5	67.000	-69.928	0.000	0.000	
5	67.500	-69.931	0.000	0.000	
5	68.000	-69.933	0.000	0.000	
5	68.500	-69.935	0.000	0.000	
5	69.000	-69.937	0.000	0.000	
5	69.500	-69.939	0.000	0.000	
5	70.000	-69.941	0.000	0.000	
5	70.500	-69.943	0.000	0.000	
5	71.000	-69.945	0.000	0.000	
